"scenario","year","TZ28","U_STUDENTS","CSTUDENTS","YSTUDENTS","H_CLASS","H_STUDENTS","E_CLASS","E_STUDENTS","MALL_AREA","STR_AREA","MARKET_ARE","BEDS_HEALT","POPULATION","HOUSEHOLDS","HH_JEW","HH_ARAB","HH_ORTO","EMPL_TOT","EMPL_COMM","EMPL_SERV","EMPL_INDU","EMPL_OFFIC","AGE_0_14","AGE_15_19","AGE_20_24","AGE_25_34","AGE_35_64","AGE_65_74","AGE_75","WOMEN","MEN","WORKERS","PARKCOST","PARKWALK","PARKCAP","SOLDIERS"
"BAU",2050,9,1530,1088,0,169,5910,506,12376,13176,455446,0,0,70241,25494,76.7000,0.0000,0.0000,27174,6284,15831,1731,3324,18425,4948,3935,6485,22751,6828,6870,36337,33904,34061,112,163,42358,3802
"IPLAN",2025,1,30992,16065,913,843,22517,1254,29035,182658,2635691,181320,1995,486518,212848,463.3495,79.6950,33.3556,474952,108071,238646,17837,110393,92556,23999,27146,89476,175965,34400,42995,245191,241327,273354,216,497,535548,7543
"IPLAN",2025,10,0,1491,0,193,5581,221,5715,26500,53775,0,114,68881,21662,67.9000,0.0000,0.0000,30570,2268,20385,5523,2392,16823,5091,4362,6696,25189,5533,5191,35268,33613,34478,76,97,39995,0
"IPLAN",2025,11,7989,0,0,157,4291,290,7386,57639,132744,0,95,110674,40299,95.8000,0.0000,0.0000,74556,9399,39920,12793,12445,24048,7008,6906,11994,39573,10382,10760,56844,53830,57293,234,342,83628,0
"IPLAN",2025,12,724,0,463,215,6072,241,6084,45000,173369,0,287,80970,27342,77.7000,0.0000,0.0000,50040,7374,28232,5724,8713,16988,5976,5690,7884,27278,8636,8520,41430,39540,37994,150,226,59073,0
"IPLAN",2025,13,0,315,0,161,4370,329,8326,99434,145437,5462,778,111808,38149,101.7000,0.0000,0.0000,45949,13863,26221,423,5443,24928,6857,5995,11016,38645,11642,12721,58012,53796,61273,175,245,69239,0
"IPLAN",2025,14,5368,10063,1106,512,14324,761,18994,54855,174125,9844,1014,207773,67816,147.3364,0.0000,34.5456,80757,9880,37233,21549,12092,53824,13647,12125,23039,69284,17254,18599,105998,101773,100445,212,265,116343,0
"IPLAN",2025,15,0,1000,396,66,1785,215,5236,13781,61231,3178,1191,55407,15172,52.0000,0.0000,0.0000,31299,2214,19324,9761,0,17059,4424,3706,7204,17348,2991,2674,27252,28155,29613,27,38,32733,131
"IPLAN",2025,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,39233,0,17565,6165,15503,0,0,0,0,0,0,0,0,0,0,5,7,24371,0
"IPLAN",2025,17,1506,0,819,300,7141,833,18277,56468,344242,4266,0,167478,49657,133.7122,201.2526,0.0000,72496,16327,30877,18909,6383,43712,13055,12553,22300,51407,11092,13361,83587,83891,72083,161,186,95425,0
"IPLAN",2025,18,0,544,410,215,6056,364,9088,13000,32246,0,231,99984,27138,60.4882,0.0000,12.8830,32605,2084,23411,7109,0,27372,10765,7980,9537,32623,5220,6497,50593,49391,52084,12,26,44361,626
"IPLAN",2025,19,0,0,0,101,2691,179,4868,5012,104299,0,10,60906,17256,70.7707,0.0000,11.3288,27069,2970,9153,11573,3375,17327,4161,3776,8004,20567,4224,2850,30503,30405,27360,0,23,32948,1912
"IPLAN",2025,2,1261,767,505,275,6505,385,8174,17000,106252,0,10,139709,53620,109.0278,0.0000,5.2204,30936,6424,17058,6198,1254,25465,7727,7932,15524,49886,13889,19280,73186,66523,69701,251,376,73913,0
"IPLAN",2025,20,2464,4097,1349,543,13412,658,15966,110685,296391,3760,641,255322,80289,123.6435,0.0000,58.2094,91649,16798,40792,31522,2533,63041,20207,19205,29130,79468,19304,24964,130803,124519,114270,160,210,141462,285
"IPLAN",2025,21,0,0,619,214,5641,210,5555,27600,82676,0,0,65703,19800,65.0000,0.0000,4.3,21550,3153,12530,5865,0,17824,5547,4719,6916,22722,4162,3812,32574,33129,29255,0,22,32404,3265
"IPLAN",2025,22,905,0,978,367,10871,425,10165,31018,130193,0,10,100096,27279,72.8000,0.0000,3.3,32746,4582,21883,5864,418,28571,10265,7472,8015,37050,4723,4005,50445,49652,54374,105,149,48438,0
"IPLAN",2025,23,0,0,1203,156,4369,424,10250,23287,37087,0,0,99656,21939,62.6193,0.0000,34.0160,34277,3823,27026,3427,0,37235,12182,7566,9784,27558,2861,2472,49312,50344,38508,19,34,42431,1345
"IPLAN",2025,24,0,0,0,303,9228,520,12189,3148,138708,7459,0,137084,37315,81.4919,30.3000,5.1584,54914,4750,31398,10800,7966,37440,12482,11878,18598,44774,5934,5984,68022,69061,60111,57,94,67251,0
"IPLAN",2025,25,2126,4655,834,414,10169,679,16827,99339,291638,7928,816,234039,81911,173.3318,0.0000,34.0204,102329,15413,58222,9952,18743,52470,14930,14962,27547,75142,21795,27198,119883,114156,108446,390,456,145534,578
"IPLAN",2025,26,0,3949,0,63,1042,208,4834,7426,200294,0,0,65053,21583,50.2000,4.5,0.0000,29035,8534,16792,3706,0,16639,6700,4639,6220,22062,4190,4606,31983,33070,31485,0,19,39389,0
"IPLAN",2025,27,0,0,0,302,9255,517,13130,41215,40717,0,260,120460,33635,93.8000,0.0000,0.0000,50050,9125,30742,9217,967,30413,10480,8429,11159,43846,7586,8547,60362,60098,63473,35,71,66278,247
"IPLAN",2025,28,335,2926,0,300,8483,414,9973,0,131049,2898,0,137587,34890,31.1000,72.8000,0.0000,36005,5510,25390,5106,0,39620,14427,12846,18494,42390,5345,4469,68240,69347,50485,5,33,53955,0
"IPLAN",2025,3,0,20038,0,509,13785,538,13268,34000,197824,0,693,218118,77348,180.4719,0.0000,4.7792,78710,12513,33013,18608,14576,50467,15566,14077,23748,76683,17537,20037,112448,105670,111004,16,77,127308,0
"IPLAN",2025,4,1558,8835,549,232,6884,743,19111,73781,243273,0,0,220221,93707,142.7000,0.0000,0.0000,100013,14605,51086,13950,20374,44413,12130,12296,31972,79741,16042,23634,114769,105452,122286,390,576,160765,0
"IPLAN",2025,5,1947,0,4507,134,4179,744,19811,13339,136767,5788,223,218965,50465,95.6762,0.0000,210.8590,71848,12953,40205,10739,7952,91041,25559,20046,27017,40387,7249,7665,106901,112064,56310,195,274,95112,0
"IPLAN",2025,6,2464,9114,459,535,14996,698,16459,101908,378685,6474,46,262953,90663,161.3000,0.0000,0.0000,109986,21472,57268,13315,17932,50719,18227,17727,32983,92120,25788,25392,133933,129020,139110,384,441,164748,3445
"IPLAN",2025,7,18077,14148,1075,349,10280,584,15158,52066,215717,0,1580,219405,66002,192.9441,0.0000,10.9382,95255,12404,61900,17479,3473,55152,16555,14794,22515,74766,16439,19188,111761,107644,106942,224,320,116420,3103
"IPLAN",2025,8,2392,0,2730,614,18105,879,20049,59359,363945,6003,1545,283459,91496,184.6333,0.0000,31.4368,149517,22416,60787,35305,31004,68512,19279,16694,31704,93964,24433,28871,144384,139075,137502,276,345,179012,0
"IPLAN",2025,9,914,650,0,71,2380,172,4548,13176,123517,0,0,76762,26095,66.4000,0.0000,0.0000,31299,4739,21429,3498,1632,19383,5732,4298,6312,26988,6335,7710,39758,37004,36247,92,108,41118,2849
"IPLAN",2030,1,37601,19492,913,843,22517,1308,30377,182658,5298783,181320,2127,516826,249037,427.4628,73.4585,30.0791,509700,248614,157301,25156,78631,98011,25232,28713,95467,187135,36793,45509,260180,256645,290740,216,498,607735,7543
"IPLAN",2030,10,0,1809,0,193,5581,227,5966,26500,304649,0,114,90491,30517,63.6000,0.0000,0.0000,41266,9688,22920,3279,5374,22101,6750,5742,8779,33100,7209,6810,46294,44197,45330,80,103,51555,0
"IPLAN",2030,11,9693,0,0,157,4291,290,7386,57639,616087,0,100,119886,46868,89.9000,0.0000,0.0000,82875,22726,43895,4771,11490,26194,7568,7440,12990,43045,11172,11482,61548,58338,62000,240,352,94159,0
"IPLAN",2030,12,878,0,463,200,5680,251,6164,45000,340743,0,287,89512,32261,73.1000,0.0000,0.0000,55435,13030,27922,6293,8186,19070,6551,6231,8792,30337,9374,9159,45789,43723,41985,150,226,65732,0
"IPLAN",2030,13,0,382,0,161,4370,329,8326,99434,299144,5462,817,123154,45367,94.9000,0.0000,0.0000,52186,18343,24903,955,7986,27464,7583,6616,12121,42575,12759,14039,63893,59261,67507,175,245,78267,0
"IPLAN",2030,14,6481,12208,1106,512,14324,831,20274,54855,621654,9844,1660,224667,78659,138.6329,0.0000,32.0548,89721,20911,35875,16485,16450,58461,14813,13065,24779,75165,18504,19873,114568,110099,108655,212,265,131575,0
"IPLAN",2030,15,0,1213,396,66,1785,240,5893,13781,301544,3178,1714,62453,18208,52.7000,0.0000,0.0000,35045,9224,18537,5069,2220,19068,5001,4189,8125,19699,3390,2980,30706,31747,33573,27,38,38160,131
"IPLAN",2030,16,0,0,0,0,0,0,0,0,735340,0,0,0,0,0.0000,0.0000,0.0000,40853,20426,8171,4085,8171,0,0,0,0,0,0,0,0,0,0,5,7,29816,0
"IPLAN",2030,17,1796,0,819,319,7578,905,19617,56468,468292,4266,0,178528,56543,125.5211,186.2918,0.0000,78150,24945,31352,13417,8438,46642,13978,13364,23648,54932,11820,14149,89238,89290,77052,161,186,105012,0
"IPLAN",2030,18,0,660,410,215,6056,431,10668,13000,216150,0,231,107559,31209,56.6865,0.0000,12.0108,35982,6938,23179,5028,840,29466,11605,8540,10168,35203,5576,7000,54496,53063,56121,12,27,49977,626
"IPLAN",2030,19,0,0,0,101,2691,286,7618,5012,330303,0,10,64934,19655,66.5843,0.0000,10.3072,28865,9550,9295,5073,4945,18844,4403,3940,8464,21980,4383,2923,32527,32409,29097,0,24,37199,1912
"IPLAN",2030,2,1530,931,505,275,6505,385,8174,17000,387934,0,10,147926,61149,101.3310,0.0000,4.7183,32851,14582,10750,4671,2844,26943,8172,8368,16398,52601,14681,20744,77515,70411,73621,251,376,83453,0
"IPLAN",2030,20,2990,4971,1349,543,13412,658,15966,110685,803389,3760,656,293487,99486,115.8433,0.0000,53.6722,107806,33202,46447,21795,6372,71868,23154,22042,33461,91739,22481,28740,150471,143016,131657,160,211,167026,285
"IPLAN",2030,21,0,0,619,214,5641,238,6285,27600,294362,0,0,73172,23715,60.7000,0.0000,4,25148,10275,12445,1977,454,19828,6151,5249,7720,25301,4651,4269,36299,36873,32454,0,22,38087,3389
"IPLAN",2030,22,1098,0,978,494,14611,647,16282,31018,293405,0,10,101869,29734,68.6000,0.0000,3.1,35294,10396,22859,1462,578,29230,10449,7562,8125,37683,4784,4039,51332,50537,55210,105,149,52754,0
"IPLAN",2030,23,0,0,1203,156,4369,444,10780,23287,268096,0,0,101661,24225,58.5850,0.0000,31.2750,37718,10096,26651,503,463,38073,12416,7684,9976,28083,2925,2501,50324,51337,39235,19,34,46403,1345
"IPLAN",2030,24,0,485,0,322,9787,650,15966,3148,472080,7459,0,147814,43881,76.0098,28.2000,4.683,60133,14593,26806,9032,9702,40513,13201,12616,20189,48503,6417,6380,73415,74398,64847,57,95,76683,0
"IPLAN",2030,25,2579,5648,834,414,10169,730,18019,99339,786772,7928,833,240695,90317,161.9578,0.0000,30.7630,110162,27973,50401,8876,22916,54031,15364,15436,28406,77302,22379,27785,123226,117469,111584,390,456,157717,578
"IPLAN",2030,26,0,4791,0,63,1042,280,6646,7426,143232,0,0,67306,24034,46.8000,4.2,0.0000,30128,10270,17228,2598,32,17197,6900,4781,6437,22815,4379,4802,33091,34215,32610,0,19,42290,0
"IPLAN",2030,27,0,0,0,332,9955,644,15794,41215,422008,0,260,130516,39084,87.5000,0.0000,0.0000,54917,19176,26174,6299,3269,32972,11269,9063,12126,47364,8257,9465,65441,65075,68754,35,71,74740,247
"IPLAN",2030,28,406,3550,0,300,8483,527,13224,0,390671,2898,0,149061,40834,29.1000,67.6000,0.0000,39012,14042,21084,3885,0,42994,15624,13896,20050,45887,5757,4858,73926,75135,54516,5,33,61756,0
"IPLAN",2030,3,0,24312,0,509,13785,677,17187,34000,532613,0,727,249671,93708,170.2823,0.0000,4.3038,92148,22182,36014,15089,18858,58321,18130,16168,26949,87891,19866,22339,128592,121079,126821,16,77,147246,0
"IPLAN",2030,4,1890,10721,549,232,6884,790,20411,73781,555780,0,0,227471,102746,134.6000,0.0000,0.0000,103938,23467,48039,12980,19456,45724,12431,12670,33297,82429,16533,24400,118449,109022,126654,390,576,172295,0
"IPLAN",2030,5,2362,0,4507,148,4546,912,25082,13339,365271,5788,234,222395,55705,91.7296,0.0000,195.4827,76092,14431,41298,12319,8043,91970,26463,20446,27381,40916,7348,7869,108153,114242,57335,195,274,103003,0
"IPLAN",2030,6,2990,11058,459,535,14996,787,18611,101908,573505,6474,46,277830,102034,152.1000,0.0000,0.0000,118607,25279,59526,13045,20757,54218,19518,18703,34692,97338,26997,26365,141311,136519,146649,384,441,178163,3445
"IPLAN",2030,7,21933,17166,1075,349,10280,651,16966,52066,934738,0,1659,252484,81138,180.8400,0.0000,9.89994,110345,32603,60402,8342,9000,63655,19083,16857,25796,86465,18871,21759,128518,123968,123314,224,320,137909,3103
"IPLAN",2030,8,2902,0,2730,614,18105,879,20049,59359,1027439,6003,1587,292397,101736,172.8757,0.0000,28.2928,174909,43506,57734,31215,42459,70679,19854,17217,32742,96903,25254,29747,148875,143520,141869,280,350,196755,0
"IPLAN",2030,9,1108,789,0,71,2380,204,5488,13176,299595,0,0,89875,32247,63.6000,0.0000,0.0000,37253,11322,22472,814,2647,23284,6562,4914,7427,31852,7338,8494,46494,43381,42653,110,132,49164,2849
"IPLAN",2040,1,44178,22898,913,875,23636,1408,32684,182658,971336,181320,2127,598136,263353,473.0000,72.0000,31.0000,614832,144262,309368,19893,141306,110946,29535,34192,120562,202862,48088,51947,300833,297302,348529,216,504,669630,9064
"IPLAN",2040,10,0,2125,0,193,5581,382,10512,26500,174938,0,114,124805,39158,72.0000,0.0000,0.0000,59609,6269,39914,6905,6522,31051,8910,7439,12823,43319,11032,10232,63690,61115,65031,80,103,64285,0
"IPLAN",2040,11,11388,0,0,241,7291,485,12322,57639,349554,0,100,152898,54594,105.0000,0.0000,0.0000,108998,15735,59089,14016,20160,33879,9748,9651,18535,52376,15411,13309,78358,74540,82032,258,388,111627,0
"IPLAN",2040,12,1032,0,463,200,5680,251,6164,45000,293071,0,287,111446,37329,78.0000,0.0000,0.0000,69718,12698,37644,6899,12476,23954,7619,7252,11669,35665,13263,12035,56966,54480,54388,162,244,73774,0
"IPLAN",2040,13,0,449,0,186,5110,372,9244,99434,221482,5462,817,154125,52830,102.0000,0.0000,0.0000,69982,18556,40475,927,10023,36020,8802,7503,15584,50313,17276,18629,79983,74142,87208,180,252,89535,0
"IPLAN",2040,14,7614,14345,1106,580,15956,1051,24830,54855,223654,9844,1660,258182,84158,149.0000,0.0000,33.0000,109602,9584,52064,21176,26785,67924,16123,14126,30037,81928,23898,24144,131574,126606,130122,212,265,144188,0
"IPLAN",2040,15,0,1425,396,126,2928,504,12485,13781,212473,3178,1714,89897,25058,56.0000,0.0000,0.0000,48402,7169,29235,9381,2618,27848,6919,5764,12548,26906,5508,4408,44169,45727,50520,27,38,48426,157
"IPLAN",2040,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,43722,0,21673,5832,16217,0,0,0,0,0,0,0,0,0,0,5,7,34232,0
"IPLAN",2040,17,2109,0,819,319,7878,964,20827,56468,402939,4266,0,190835,63232,125.0000,174.0000,0.0000,86996,22015,37952,15706,11324,50598,14130,13463,26843,55324,14232,16246,95435,95400,85416,161,186,114495,0
"IPLAN",2040,18,0,775,410,215,6056,587,13621,13000,118016,0,231,122654,33674,61.0000,0.0000,16.0000,43159,3375,32450,6694,639,34435,12638,9113,12133,38582,7144,8610,62290,60364,66657,12,32,55567,753
"IPLAN",2040,19,0,0,0,141,3441,406,9572,5642,189127,0,10,75183,21681,71.0000,0.0000,10,33430,4578,13851,10450,4551,23058,4738,4099,10270,24245,5423,3348,37666,37515,34848,0,24,42613,2297
"IPLAN",2040,2,1797,1093,505,275,6505,476,10275,17000,149635,0,10,170233,65426,106.0000,0.0000,5,38235,7910,22806,4442,3078,30508,9577,9940,21057,56729,18947,23471,89180,81053,87943,251,376,91310,0
"IPLAN",2040,20,3512,5840,1568,592,15247,737,18219,110685,537303,3760,656,309385,99062,120.0000,0.0000,57.0000,120466,21167,59402,36197,3696,75917,22921,21832,37446,91326,27051,32902,158557,150828,144592,160,211,176514,343
"IPLAN",2040,21,0,0,619,214,5641,244,6452,27600,182520,0,0,87297,26692,67.0000,0.0000,4,34432,6006,22286,5984,156,23750,6820,5930,10170,28557,6453,5615,43302,43995,40124,0,23,43947,4094
"IPLAN",2040,22,1290,0,978,1022,30211,861,20817,31018,263853,0,10,110147,30410,82.0000,0.0000,3,43472,5574,32015,3543,2342,32988,10745,7599,9330,39020,5875,4595,55497,54650,61741,115,163,57601,0
"IPLAN",2040,23,0,0,1449,174,4762,557,13808,23287,122308,0,0,107386,23520,63.0000,0.0000,33.0000,41175,5113,33137,2923,0,41957,12354,7581,11282,28021,3446,2741,53264,54122,42414,19,34,48863,1616
"IPLAN",2040,24,0,570,0,334,10050,799,19572,3148,193405,7459,0,185008,50786,79.0000,30.0000,5,77775,6720,50761,10108,10187,51580,15945,14960,26065,57763,9401,9296,91907,93101,83504,57,95,87863,0
"IPLAN",2040,25,3030,6636,834,556,14473,843,21133,99339,500720,7928,833,261293,90873,171.0000,0.0000,31.0000,132951,19536,75478,10001,27931,59085,15683,15735,32717,79130,27378,31576,133535,127758,126156,390,456,168181,694
"IPLAN",2040,26,0,5629,0,78,1342,432,10547,7426,297173,0,0,70541,23845,49.0000,4,0.0000,31801,11090,18641,2070,0,18245,6819,4674,7146,22749,5362,5547,34660,35881,35724,0,19,43937,0
"IPLAN",2040,27,0,0,0,459,13730,839,20428,41215,124947,0,260,151120,42536,92.0000,0.0000,0.0000,65577,9500,48356,6310,1411,38536,12219,9838,15003,51867,11033,12626,75814,75305,82540,35,71,82181,297
"IPLAN",2040,28,478,4171,0,341,9740,691,16715,0,484242,2898,0,165900,42262,30.0000,71.0000,0.0000,44690,11793,29606,3295,0,48281,16423,14639,23764,48923,7895,5977,82264,83636,63559,5,34,66543,0
"IPLAN",2040,3,0,28563,0,603,16545,837,21560,34000,428349,0,727,290577,102014,179.0000,0.0000,4,113070,20420,45582,17998,29069,67104,21853,19652,34828,96507,25711,24925,149440,141137,153244,16,81,161832,0
"IPLAN",2040,4,2221,12592,549,232,6884,852,21875,73781,275637,0,0,260658,111518,136.0000,0.0000,0.0000,116534,15746,60855,13491,26441,50718,14270,14947,43084,88709,21210,27716,135520,125138,151383,390,585,184802,0
"IPLAN",2040,5,2775,0,4507,193,6095,927,25411,13339,230570,5788,234,230721,54279,94.0000,0.0000,203.0000,86896,10061,52221,13861,10756,92520,27956,21961,31849,39869,8471,8089,111878,118843,62195,195,274,107325,0
"IPLAN",2040,6,3512,12991,459,572,15918,962,22273,101908,617501,6474,46,321574,111111,157.0000,0.0000,0.0000,142966,27022,73420,15751,26767,64699,21922,20298,42144,106208,34761,31542,163029,158545,175738,384,450,193796,4140
"IPLAN",2040,7,25768,20167,1075,603,16473,1079,27141,52066,423914,0,1659,294268,89112,200.0000,0.0000,10,133531,16983,88184,17016,11351,75375,22326,19021,31230,96235,24364,25724,149738,144531,150500,234,344,156984,1013
"IPLAN",2040,8,3410,0,2730,674,19825,1247,29893,59359,554535,6003,1587,315594,101846,185.0000,0.0000,30.0000,175019,23083,66979,29760,55197,79059,20303,17111,36447,99629,30052,32988,160506,155088,158688,280,350,207617,0
"IPLAN",2040,9,1302,927,0,71,2380,318,8329,13176,284846,0,0,101973,34261,76.0000,0.0000,0.0000,45572,11163,26940,2984,4484,26549,7549,5737,9591,34436,9094,9017,52658,49315,50577,124,161,55000,3423
"IPLAN",2050,1,51898,26901,913,903,24636,1510,35080,182658,1329593,181320,2127,689864,334286,416.3015,69.4094,26.2522,738711,178464,370367,22893,166988,131138,32599,39138,133454,225451,61615,66465,347047,342818,392093,380,488,758887,10063
"IPLAN",2050,10,0,2497,0,272,7524,573,15865,26500,254138,0,114,187374,64665,64.4000,0.0000,0.0000,95485,11472,64344,9199,10468,47436,13222,11253,18477,62963,16443,17580,95411,91963,95717,76,102,94860,0
"IPLAN",2050,11,13378,0,0,303,9411,679,17070,57639,495769,0,100,190409,73652,95.8000,0.0000,0.0000,141187,22130,74468,17043,27542,44066,11369,11646,22408,63122,20641,17151,97503,92906,99815,216,367,135506,0
"IPLAN",2050,12,1212,0,463,200,5680,326,7991,45000,386597,0,287,124658,46061,70.8000,0.0000,0.0000,79404,15462,42376,7421,14143,27367,8289,8127,12545,38605,14800,14924,63693,60965,59596,150,238,83964,0
"IPLAN",2050,13,0,527,0,186,5110,424,10702,99434,238654,5462,817,174539,66549,90.9000,0.0000,0.0000,83839,20636,49863,1037,12307,41618,9715,8508,16852,54957,19289,23596,90551,83988,96694,175,250,105153,0
"IPLAN",2050,14,8946,16850,1106,737,20539,1460,33669,54855,301990,9844,1660,290952,104445,136.7017,0.0000,28.2114,132039,11642,59871,22826,37697,79294,17772,16017,32482,89967,26180,29229,148058,142895,142817,705,269,167649,0
"IPLAN",2050,15,0,1675,396,258,5785,779,19609,13781,284184,3178,1714,119361,35920,51.0000,0.0000,0.0000,63797,10066,39805,10149,3777,37651,8926,7640,16073,35041,7429,6599,58601,60760,66149,27,38,61497,174
"IPLAN",2050,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,48026,0,24311,5958,17757,0,0,0,0,0,0,0,0,0,0,0,5,34781,0
"IPLAN",2050,17,2479,0,819,336,8332,1157,25050,56468,573219,4266,0,206032,67910,121.4485,175.4063,0.0000,99655,26216,42938,15986,14513,55739,14924,14575,27833,57704,15330,19926,103049,102984,90406,154,183,121236,0
"IPLAN",2050,18,0,911,410,319,8639,1023,23879,13000,174176,0,231,144776,43645,54.6920,0.0000,14.1762,54561,4663,42638,6083,1176,41956,14636,10614,13686,44155,8307,11423,73409,71367,76365,12,32,67206,836
"IPLAN",2050,19,0,0,0,173,4041,527,11915,5642,253723,0,10,95562,29816,64.7368,0.0000,9.01015,42512,6730,18515,11528,5740,31018,5929,5075,12359,30126,6571,4486,47872,47691,43315,0,21,52138,2550
"IPLAN",2050,2,2112,1284,505,296,6995,498,10860,17000,183533,0,10,194818,83186,97.9493,0.0000,4.1034,44174,9143,26002,4780,4252,35412,10304,11120,23316,61916,23818,28926,102028,92790,98604,251,376,109930,0
"IPLAN",2050,20,4126,6861,1568,642,16499,942,24355,110685,655023,3760,656,314682,113037,112.1917,0.0000,49.3174,129566,25291,66925,33468,3883,78215,22721,22240,36461,89711,27579,37754,161277,153405,144188,156,206,192432,381
"IPLAN",2050,21,0,0,619,244,6447,458,11710,27600,242172,0,0,103745,35448,58.5000,0.0000,3.8,44423,7424,30151,6626,224,28726,7907,7109,11747,32837,7703,7715,51436,52309,46609,0,21,54109,4721
"IPLAN",2050,22,1516,0,978,1452,42887,1021,24523,31018,348489,0,10,133004,40587,72.5000,0.0000,3,59545,6384,43236,4061,5862,42345,12442,8744,10855,45702,6997,5931,67017,65988,72190,105,159,69961,0
"IPLAN",2050,23,0,0,1449,211,5504,757,18999,23287,164965,0,0,112054,27998,57.3459,0.0000,29.3640,45491,5846,36936,2709,0,44985,12666,7876,11326,28350,3666,3186,55605,56449,43243,14,34,53969,1794
"IPLAN",2050,24,0,670,0,415,13435,1055,25276,3148,268681,7459,0,227566,69515,75.7574,27.0000,3.9662,99170,9556,66156,11065,12393,64767,19338,18642,30678,69082,11795,13265,113081,114484,100136,53,95,109560,0
"IPLAN",2050,25,3560,7795,834,597,15322,1029,26032,99339,639912,7928,833,289823,112772,155.6054,0.0000,27.0230,163771,24443,91658,11373,36291,66353,16948,17503,34798,84508,30361,39355,147952,141871,137079,366,451,194472,771
"IPLAN",2050,26,0,6612,0,78,1342,563,13895,7426,431561,0,0,73869,27816,45.2000,4,0.0000,33559,12201,19483,1873,0,19456,6924,4914,7200,23058,5688,6630,36313,37556,36717,0,18,48232,0
"IPLAN",2050,27,0,0,0,753,19302,1413,34817,41215,192159,0,260,181468,57268,83.4000,0.0000,0.0000,81373,11157,61350,6873,1995,47437,14364,11855,17444,60379,13262,16732,90964,90503,97264,30,68,99062,330
"IPLAN",2050,28,561,4900,0,464,13337,1309,31845,0,782646,2898,0,190015,55049,27.8000,64.6000,0.0000,50049,15067,32042,2941,0,56704,18436,16875,26240,54601,9313,7843,94215,95800,71138,5,33,80304,0
"IPLAN",2050,3,0,33555,0,645,17945,921,23278,34000,460064,0,727,324620,124140,172.5102,0.0000,3.7466,133504,22587,54880,19198,36838,76901,23317,21581,37584,103647,31599,29984,166847,157773,161053,16,75,186814,0
"IPLAN",2050,4,2609,14795,549,232,6884,908,23187,73781,302961,0,0,297251,140935,128.4000,0.0000,0.0000,129953,16970,67075,14632,31278,58858,15276,16684,47860,97037,26761,34776,154544,142707,169248,360,570,216115,0
"IPLAN",2050,5,3260,0,4507,207,6462,927,25411,13339,233450,5788,234,239960,63390,93.8386,0.0000,180.8577,99312,10550,59774,15723,13261,97692,27840,22587,32564,40026,9801,9447,115962,123998,63694,195,274,118185,0
"IPLAN",2050,6,4126,15262,459,677,18965,1167,25954,101908,709627,6474,46,377826,144364,146.2000,0.0000,0.0000,175327,32621,91307,18290,33104,78800,26076,24035,47296,120699,40312,40612,190933,186893,201529,336,440,231730,4596
"IPLAN",2050,7,30272,23692,1075,775,20606,1341,33382,52066,509288,0,1659,325012,107624,187.3612,0.0000,8.59888,156417,20570,102066,19001,14778,85396,23843,20582,32530,102521,28072,32059,165420,159594,163202,218,338,179012,1124
"IPLAN",2050,8,4006,0,2730,674,19825,1385,33402,59359,674451,6003,1587,370210,134418,169.5062,0.0000,24.9346,211712,31116,81259,29644,69695,92163,22854,19869,41297,113142,35801,45090,188356,181854,183516,244,341,245797,0
"IPLAN",2050,9,1530,1088,0,169,5910,506,12376,13176,465890,0,0,133973,47431,74.3000,0.0000,0.0000,63245,19389,31115,4251,8492,36629,9380,7351,12571,43996,12474,11570,69004,64969,65426,112,163,71136,3802
