"scenario","year","ravtaz","pop","hh","hhsize","empd","empi","empe","emp","school","yeshiva","college","ind","htl","bsn","pub","edu","agr"
"base",2035,60,26866.9943,3987.7303,33.3894,0.0000,0.0000,0.0000,2896.0360,10763.6801,2293.8567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,61,21828.0255,4195.4171,30.9318,0.0000,0.0000,0.0000,2901.3491,7029.2613,190.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,62,6714.1328,1008.3742,13.3211,0.0000,0.0000,0.0000,486.9268,2418.3687,949.3271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,63,24815.7983,7554.2761,30.3283,0.0000,0.0000,0.0000,1488.6028,3896.6996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,64,25633.8815,7342.4843,35.2567,0.0000,0.0000,0.0000,3130.7338,4488.8542,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,65,78986.3957,15189.6915,15.6000,0.0000,0.0000,0.0000,2980.7127,7156.9597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,66,53949.5274,12854.9174,47.1583,0.0000,0.0000,0.0000,8574.9913,18783.1117,241.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,67,46074.4834,11518.6209,36.0000,0.0000,0.0000,0.0000,4766.9464,15587.3116,0.0000,3646.5188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,68,1102.0000,290.0000,7.6,0.0000,0.0000,0.0000,13139.2983,644.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,69,76052.4299,12023.1636,12.6483,0.0000,0.0000,0.0000,2731.8347,10959.6385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,7,1614.7141,701.4154,2.30208,0.0000,0.0000,0.0000,24840.2270,2279.0525,24.0000,7697.3795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,71,65430.5089,17211.0261,91.4300,436.2998,0.0000,53.1704,13250.4909,18891.3747,311.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,72,54525.2556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,73,295185.1963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,74,67738.4121,13658.9628,50.1793,2731.7926,1536.9800,1613.1064,5881.8789,24196.5955,1007.5560,2353.0966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,75,66732.5602,10421.5237,77.1296,2084.3047,2000.0000,2019.2043,6103.5091,30288.0651,6211.6862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,76,67627.9601,16833.3115,59.0179,249.1387,0.0000,95.1969,10347.9063,16417.4847,751.8011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,77,44308.9435,12817.2898,67.5027,0.0000,0.0000,0.0000,7223.2407,10015.0370,106.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,78,27025.3860,6226.3110,31.9810,1383.7521,0.0000,595.3529,1979.1050,8930.2942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,79,87275.5339,16175.3345,67.1000,3682.4536,2002.7531,2080.7451,7765.9518,31211.1764,1469.6140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,8,3564.2548,1215.2771,9.70318,0.0000,0.0000,0.0000,21018.5516,301.0000,27.6136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,80,277997.7497,1310.7692,5.6,327.6923,0.0000,225.0283,896.4305,3375.4244,739.7461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,82,13421.6029,2447.0978,16.4000,574.7097,0.0000,309.6343,884.3439,4644.5140,971.2907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,83,596695.3889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,84,16418.9000,4086.0000,11.6340,0.0000,0.0000,0.0000,1317.2920,1108.1221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,85,318944.1040,58830.4400,297.9000,0.0000,0.0000,0.0000,50034.2494,124425.6076,14466.8914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,86,24114.5000,6158.0000,27.0621,175.0000,488.2812,77.4022,11885.1685,9005.6978,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,87,152203.1326,43538.3249,80.0043,1340.4000,0.0000,672.2610,14144.6428,46117.8824,144.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,88,109000.1145,17078.2362,61.1182,4359.5590,250.0000,2444.7791,7054.3381,48544.8070,9246.0887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,89,24413.5019,4416.4618,16.6000,980.6394,0.0000,613.4630,1594.1024,9201.9455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,9,9595.4657,5287.5573,19.4864,0.0000,0.0000,0.0000,7100.7780,1052.1673,1519.0839,480.7689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,90,247605.1383,425.9473,4.3,141.9824,0.0000,33.7290,175.7114,505.9346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,91,149837.2729,33330.6489,78.5000,7165.3997,16850.8337,3139.4787,27155.7121,47092.1803,789.2315,18232.5938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,92,543477.7771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,93,12967.6127,1995.0173,6.5,399.0035,0.0000,271.7476,670.7511,4076.2139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,94,481777.7915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,95,6496.7303,1613.3653,7.8,98.3893,1464.1000,150.6957,1713.1850,2260.4350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,96,497480.2846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,97,9266.9972,2153.3276,13.2000,717.7759,0.0000,213.1068,930.8826,3196.6014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,98,68935.7264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2035,99,428540.6990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,1,15056.6673,6285.7419,37.7146,0.0000,0.0000,0.0000,40743.2840,2442.4660,68.0000,3712.7031,0.0000,11687.4189,20179.8312,7512.2764,1363.7575,0.0000
"base",2040,10,32787.3917,7242.3301,36.4151,0.0000,0.0000,0.0000,12162.4412,15911.8204,7601.0861,0.0000,93.5730,2746.1634,4689.8053,2110.3738,2522.5257,0.0000
"base",2040,100,17216.5357,3307.4365,26.5000,755.4548,610.3516,389.9744,1755.7808,5849.6164,0.0000,0.0000,199.8533,340.1780,373.9867,312.4870,389.9744,138.4046
"base",2040,11,2164.0804,1172.3571,3.69773,0.0000,0.0000,0.0000,8503.5462,0.0000,0.0000,24429.6112,149.3518,622.2722,5164.6636,200.1694,2367.0892,0.0000
"base",2040,12,29912.2870,6217.5000,18.9394,0.0000,0.0000,0.0000,2639.2415,7103.6209,0.0000,0.0000,162.2400,467.2019,444.5031,247.8888,1317.4076,0.0000
"base",2040,13,35725.6752,8599.4932,25.3393,0.0000,0.0000,0.0000,5546.5031,10701.6476,0.0000,0.0000,101.2864,942.0516,1041.3590,2137.0327,1324.7734,0.0000
"base",2040,14,12838.6820,3220.7857,19.1798,0.0000,0.0000,0.0000,7156.3513,4567.9765,64.0000,0.0000,204.4524,2029.7061,2076.0000,1603.4583,1242.7344,0.0000
"base",2040,15,7210.6963,2782.5053,14.6738,0.0000,0.0000,0.0000,5883.6409,1594.2318,23.0000,0.0000,0.0000,872.3529,4081.0124,464.0633,466.2123,0.0000
"base",2040,2,47773.5258,9258.5379,65.2549,0.0000,0.0000,0.0000,12578.2056,25621.8057,18077.6893,0.0000,174.3775,3291.4811,3182.9027,1835.4702,4093.9742,0.0000
"base",2040,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,22,27597.9029,5464.7117,15.0943,0.0000,0.0000,0.0000,2382.1168,7555.9552,0.0000,0.0000,87.9073,611.2469,552.8220,380.3436,749.7970,0.0000
"base",2040,23,30506.9325,6420.1716,14.2457,0.0000,0.0000,0.0000,2436.6753,7004.2109,0.0000,0.0000,126.0232,552.6568,323.7216,578.6061,855.6676,0.0000
"base",2040,24,36122.3201,6788.3708,16.0071,0.0000,0.0000,0.0000,2196.4897,7661.1500,0.0000,0.0000,60.6956,556.7036,444.4982,258.5530,876.0393,0.0000
"base",2040,25,45930.9846,9209.8501,20.0319,0.0000,0.0000,0.0000,3844.5279,12499.4517,0.0000,0.0000,208.1284,768.4191,623.7712,938.4802,1305.7290,0.0000
"base",2040,26,37803.8546,8252.9641,17.9505,0.0000,0.0000,0.0000,6331.8481,16371.2337,0.0000,0.0000,835.1577,1313.7650,764.3438,1110.1433,2308.4382,0.0000
"base",2040,3,3942.7948,1080.3006,36.5971,0.0000,0.0000,0.0000,18384.6156,5748.0000,0.0000,0.0000,140.7196,6007.4569,7050.4173,2817.5050,2368.5168,0.0000
"base",2040,31,5369.4054,1891.6246,11.7229,0.0000,0.0000,0.0000,30530.8373,774.8269,34.0000,0.0000,4400.3674,9838.5881,15251.7299,742.0446,298.1073,0.0000
"base",2040,32,28731.8132,10665.4703,31.8180,0.0000,0.0000,0.0000,4450.2362,6143.5016,320.0000,0.0000,0.0000,1306.3890,1072.2657,1045.0284,921.2899,103.2280
"base",2040,33,15341.9465,5699.2236,16.0189,0.0000,0.0000,0.0000,2760.7156,2323.6288,47.0000,259.4651,0.0000,833.6209,323.0780,797.4409,806.5758,0.0000
"base",2040,34,36006.8185,10529.1000,21.4744,0.0000,0.0000,0.0000,3230.1662,10424.3337,0.0000,0.0000,0.0000,690.8387,374.7834,749.1465,1415.3977,0.0000
"base",2040,35,17815.2018,5765.8029,15.8632,0.0000,0.0000,0.0000,1863.7257,3438.2797,121.0000,0.0000,0.0000,132.3024,890.5816,234.4954,606.3463,0.0000
"base",2040,36,32185.7112,9926.2309,23.2194,0.0000,0.0000,0.0000,2998.9663,6089.6029,82.0000,0.0000,0.0000,527.9059,660.7742,635.7204,1174.5658,0.0000
"base",2040,37,22335.4276,5569.6365,32.7712,0.0000,0.0000,0.0000,2306.9701,5272.0634,74.0000,0.0000,33.4322,512.0589,424.0495,600.4721,614.8286,122.1287
"base",2040,38,27561.8094,9793.4653,25.8660,0.0000,0.0000,0.0000,3252.6193,5901.3700,434.0000,0.0000,20.7283,331.6901,602.9758,833.8630,1463.3621,0.0000
"base",2040,39,17021.6458,8188.5661,19.2797,0.0000,0.0000,0.0000,3761.0637,4015.1887,44.0000,0.0000,0.0000,629.1132,1174.1922,826.0502,1131.7082,0.0000
"base",2040,4,38614.2600,7525.3160,19.6715,0.0000,0.0000,0.0000,12334.2639,8932.1069,1482.0000,0.0000,417.4642,3667.2687,1326.7551,3454.8004,3467.9755,0.0000
"base",2040,40,20309.3936,8463.5634,29.9260,0.0000,0.0000,0.0000,7875.7477,5227.2824,368.0000,1620.8255,164.5788,2883.4872,2511.7657,855.9760,1459.9401,0.0000
"base",2040,41,23836.2261,5844.7741,29.0703,0.0000,0.0000,0.0000,6339.8207,12008.9556,5920.0225,0.0000,0.0000,898.3041,1069.3301,1226.3900,3145.7965,0.0000
"base",2040,42,13072.9829,2859.3594,8.55279,0.0000,0.0000,0.0000,9924.5490,5015.0440,1083.0000,7567.6484,0.0000,1025.2256,1869.9965,5224.2691,1805.0578,0.0000
"base",2040,43,8335.1974,3339.9026,4.97437,0.0000,0.0000,0.0000,1940.2469,1553.2213,20.0000,0.0000,0.0000,323.0867,878.1580,397.5733,341.4289,0.0000
"base",2040,44,432.0000,288.0000,1.5,0.0000,0.0000,0.0000,13122.3375,0.0000,0.0000,1757.7313,0.0000,4304.4711,7365.9022,1351.4771,250.0000,0.0000
"base",2040,45,16570.8150,5340.4763,22.7359,0.0000,0.0000,0.0000,1706.1639,2282.0936,375.0000,0.0000,0.0000,321.1481,531.0145,160.1942,693.8071,0.0000
"base",2040,46,39484.9154,12470.0588,24.3313,0.0000,0.0000,0.0000,4796.5970,6285.9816,498.0000,0.0000,0.0000,1114.4603,1338.7216,1044.1649,1299.2501,0.0000
"base",2040,47,24483.9848,7136.5743,22.5807,0.0000,0.0000,0.0000,2780.2680,4228.1883,124.0000,500.0000,0.0000,938.6399,519.4111,530.4227,791.7943,0.0000
"base",2040,48,23539.7000,6907.0000,19.6000,0.0000,0.0000,0.0000,15454.2175,7511.4673,0.0000,4948.2025,330.8089,1737.7437,3323.8401,8613.2051,1171.8251,277.1264
"base",2040,49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,154.9515,1238.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.74757,139.4563,7.74757
"base",2040,5,2742.3399,1213.3142,18.5073,0.0000,0.0000,0.0000,8143.8113,41.0000,266.0000,0.0000,27.1818,4226.3706,2290.3779,1067.5799,532.3009,0.0000
"base",2040,50,19720.9336,8330.7806,17.0941,0.0000,0.0000,0.0000,4083.4346,4440.1021,179.0000,4564.1698,0.0000,722.1687,790.4648,950.7602,1620.0408,0.0000
"base",2040,51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23097.9556,0.0000,0.0000,0.0000,5468.5308,629.1697,16659.1877,67.6409,273.4265,0.0000
"base",2040,52,32887.9535,6386.8531,44.4723,0.0000,0.0000,0.0000,5755.3784,10899.7922,4308.4710,0.0000,19.1137,1371.1277,1463.6248,1115.6273,1785.8849,0.0000
"base",2040,53,57159.0298,10342.1025,76.8005,0.0000,0.0000,0.0000,13793.3616,26736.5698,13553.6891,0.0000,705.5426,3361.6413,4042.1912,1839.6728,3844.3138,0.0000
"base",2040,54,29976.8099,6695.1146,31.6151,0.0000,0.0000,0.0000,4132.7287,10973.9613,3654.2130,0.0000,110.2666,852.9023,847.6192,619.3477,1702.5928,0.0000
"base",2040,55,1792.0541,486.3000,18.1580,0.0000,0.0000,0.0000,30255.5711,2053.2554,1039.0000,0.0000,3054.7679,4726.8711,20058.4432,1927.8349,487.6541,0.0000
"base",2040,56,19997.9984,4543.2550,21.7234,0.0000,0.0000,0.0000,3422.6164,8326.5012,4050.0270,0.0000,0.0000,281.8166,677.7886,745.0995,1718.0193,0.0000
"base",2040,57,2805.5718,869.9750,6.41695,0.0000,0.0000,0.0000,616.9229,144.0371,0.0000,0.0000,46.7994,186.0420,165.6603,110.7338,21.5375,86.1499
"base",2040,58,22483.0114,4094.2084,42.1922,0.0000,0.0000,0.0000,2958.0806,5189.9828,787.1760,0.0000,13.0639,663.1656,433.6843,519.9660,1328.2008,0.0000
"base",2040,59,38369.8450,6913.0488,38.9796,0.0000,0.0000,0.0000,4404.2410,13791.4166,4898.9889,0.0000,0.0000,517.9564,735.4715,799.6587,2351.1544,0.0000
"base",2040,6,11419.2830,6516.9284,19.2061,0.0000,0.0000,0.0000,8711.1989,3340.8210,177.0000,386.1447,0.0000,1587.6913,4696.7691,1721.2802,705.4583,0.0000
"base",2040,60,26894.4789,3987.7303,33.2960,0.0000,0.0000,0.0000,2944.8090,10789.5320,2301.0148,0.0000,0.0000,441.7213,294.4809,441.7213,1766.8854,0.0000
"base",2040,61,22943.0540,4223.3587,32.3032,0.0000,0.0000,0.0000,2975.6440,7459.6326,190.0000,0.0000,0.0000,345.1051,1264.5630,284.0396,1081.9363,0.0000
"base",2040,62,6746.2114,1021.1742,13.2200,0.0000,0.0000,0.0000,487.6256,2490.4439,979.8537,0.0000,0.0000,116.7517,48.4029,25.0926,297.3784,0.0000
"base",2040,63,24602.2962,7554.2761,30.2098,0.0000,0.0000,0.0000,1489.9476,4031.2137,0.0000,0.0000,18.2534,129.9892,423.7779,238.6941,679.2330,0.0000
"base",2040,64,25275.6160,7342.4843,34.7366,0.0000,0.0000,0.0000,3163.8724,4609.0796,20.0000,0.0000,25.2853,590.5525,823.0643,756.1522,968.8181,0.0000
"base",2040,65,87585.3648,16843.3394,15.6000,0.0000,0.0000,0.0000,3296.2333,7922.4799,0.0000,0.0000,96.1847,765.4908,489.1424,503.5190,1441.8965,0.0000
"base",2040,66,58245.0824,13827.5814,47.6616,0.0000,0.0000,0.0000,10079.4626,19985.1639,261.9500,0.0000,213.3541,1383.9274,5423.6176,1095.5045,1963.0590,0.0000
"base",2040,67,52163.7722,13040.9431,36.0000,0.0000,0.0000,0.0000,5340.8214,16184.5442,0.0000,3828.8447,25.6654,684.7400,978.5035,2162.7884,1489.1241,0.0000
"base",2040,68,1102.0000,290.0000,7.6,0.0000,0.0000,0.0000,15029.6921,644.0000,0.0000,0.0000,13742.6646,536.6051,163.4820,157.7202,429.2201,0.0000
"base",2040,69,84837.7965,12878.8302,13.1817,0.0000,0.0000,0.0000,3032.7586,11082.9749,0.0000,0.0000,303.2759,828.9088,399.3245,399.3245,1101.9249,0.0000
"base",2040,7,1580.3466,701.4154,4.92224,0.0000,0.0000,0.0000,26040.5704,2268.9254,24.0000,8249.5828,0.0000,902.6207,16583.8691,6224.4089,1332.2397,0.0000
"base",2040,70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,71,79730.7758,20683.3786,92.1146,819.7507,0.0000,59.1564,15532.0629,23339.5299,311.0000,0.0000,5742.0000,3068.7675,1766.1166,2366.5857,2457.8218,0.0000
"base",2040,72,57505.1784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,73,310962.5884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,74,86799.9382,16844.0254,51.1793,3368.8051,1815.0940,2108.9414,7292.8405,31634.1214,1825.9683,2529.5789,374.9401,1823.7694,1396.9032,1601.8748,2108.9414,0.0000
"base",2040,75,68367.2016,10551.5237,78.0049,2110.3047,3500.0000,1998.8650,7609.1697,29982.9744,6477.5135,0.0000,1050.0000,1871.8339,1830.8177,859.2538,1998.8650,0.0000
"base",2040,76,73127.3702,18373.2799,58.2970,260.8924,0.0000,98.7611,11726.8707,18158.4289,771.5202,0.0000,1069.3151,3426.0178,3071.4735,1025.4458,2334.4671,801.8061
"base",2040,77,47099.1499,13532.2898,67.7239,0.0000,0.0000,0.0000,7440.8403,11198.2385,106.0000,0.0000,47.7266,1979.8048,2592.6857,1708.0300,1088.5708,0.0000
"base",2040,78,29845.2605,6826.3086,31.8630,1531.2515,0.0000,662.4932,2193.7446,9937.3979,0.0000,0.0000,0.0000,591.1779,374.7585,563.9564,662.4932,0.0000
"base",2040,79,101710.4297,18783.2186,67.1000,4263.0699,2381.1339,2467.0790,9111.2828,37006.1854,1646.7620,0.0000,617.6010,2076.4745,1755.7224,2175.9193,2467.0790,29.0285
"base",2040,8,3925.4271,1367.2771,12.3455,0.0000,0.0000,0.0000,23144.8871,301.0000,31.0328,0.0000,0.0000,5577.7141,14743.1287,1495.9532,8.62034,0.0000
"base",2040,80,292136.1036,1460.7692,5.6,365.1923,0.0000,252.3200,962.8939,3784.8001,796.6443,0.0000,0.0000,146.1246,74.1015,489.4877,252.3200,0.0000
"base",2040,82,14979.8271,2731.7667,16.4000,639.0359,0.0000,348.8955,987.9313,5233.4319,1032.5080,0.0000,62.8186,183.2451,191.9355,180.2054,348.8955,21.5118
"base",2040,83,648291.9808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,84,18074.2000,4467.0000,11.6562,0.0000,0.0000,0.0000,1475.4010,1130.2928,0.0000,0.0000,179.8668,292.7277,322.6058,107.9810,203.9594,368.2604
"base",2040,85,358606.9280,63907.4400,309.5000,0.0000,0.0000,0.0000,64594.6502,138132.5179,16858.2404,0.0000,7174.5314,10737.2784,24261.1198,12829.1807,9550.1258,42.4141
"base",2040,86,24951.7000,6460.0000,26.7396,190.0000,610.3516,83.9340,13226.7285,9020.2866,17.0000,0.0000,7994.3864,2055.9986,896.1696,446.9572,993.4092,844.1557
"base",2040,87,177558.9852,50288.3249,83.5838,1340.4000,0.0000,910.9110,15437.8963,53306.1686,144.0000,0.0000,916.1433,4122.3334,2509.2038,2021.0863,5795.7513,73.2200
"base",2040,88,114524.3314,17746.4968,62.6182,4526.6242,250.0000,2597.4369,7374.0611,51226.9389,9420.3448,0.0000,221.3268,1787.5699,1251.6196,1514.1919,3415.1293,0.0000
"base",2040,89,28656.9789,5177.3846,16.6000,1149.4509,0.0000,713.7515,1863.2024,10706.2732,0.0000,0.0000,95.3390,437.1989,345.3447,272.2781,713.7515,0.0000
"base",2040,9,9594.5671,5395.2989,19.0489,0.0000,0.0000,0.0000,7166.9992,1061.0741,1510.4285,516.8266,10.4403,3810.1981,2088.9609,664.5436,592.8562,0.0000
"base",2040,90,260794.6241,485.0123,4.3,161.6708,0.0000,39.1037,200.7745,586.5555,0.0000,0.0000,20.0774,52.2014,50.1936,40.1549,39.1037,0.0000
"base",2040,91,170948.2727,38068.8038,78.5000,8194.0820,19345.1133,3585.5005,31124.6959,53782.5078,967.3416,19144.2234,8957.3092,6769.4745,8762.9558,3058.7028,3585.5005,0.0000
"base",2040,92,573721.2079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,93,15286.4443,2351.7607,6.5,470.3521,0.0000,325.8568,796.2090,4887.8526,0.0000,0.0000,0.0000,111.4693,119.4313,159.2418,325.8568,79.6209
"base",2040,94,506131.2797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,95,7507.3391,1863.8937,7.8,112.1877,1610.5100,171.8640,1894.5616,2577.9593,0.0000,0.0000,277.1696,642.0526,596.4392,196.4708,171.8640,14.0293
"base",2040,96,524247.9028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,97,10450.1363,2420.8498,13.2000,806.9499,0.0000,238.5860,1045.5359,3578.7899,0.0000,0.0000,118.5199,104.5536,156.8304,156.8304,238.5860,268.3671
"base",2040,98,73160.9898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,99,467207.3011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
